date,open,high,low,close,volume
2025-10-13,1608.89,1615.4,1597.75,1614.29,523730
2025-10-14,1606.31,1617.89,1601.48,1611.26,388646
2025-10-15,1654.9,1670.74,1651.96,1662.09,657129
2025-10-16,1637.55,1639.49,1631.42,1635.75,364213
2025-10-17,1622.73,1630.37,1607.23,1619.3,504954
2025-10-20,1665.38,1680.39,1644.67,1656.81,652227
2025-10-21,1687.62,1703.54,1670.91,1689.48,663175
2025-10-22,1709.06,1732.7,1695.3,1723.97,610503
2025-10-23,1741.74,1752.11,1731.98,1738.94,482141
2025-10-24,1693.47,1717.43,1679.25,1685.23,480616
2025-10-27,1741.04,1742.19,1731.99,1740.73,419005
2025-10-28,1720.88,1723.12,1701.67,1722.0,652612
2025-10-29,1730.24,1746.8,1722.12,1725.36,427992
2025-10-30,1787.34,1796.5,1773.28,1774.59,593623
2025-10-31,1799.12,1812.41,1791.72,1799.68,415313
2025-11-03,1803.82,1828.51,1795.07,1816.68,556473
2025-11-04,1837.84,1853.77,1817.52,1843.0,672375
2025-11-05,1879.76,1899.42,1865.52,1881.28,525573
2025-11-06,1888.44,1907.46,1880.78,1905.57,328238
2025-11-07,1936.05,1939.69,1919.16,1928.6,602647
2025-11-10,1908.74,1923.99,1905.98,1916.06,383937
2025-11-11,1919.89,1921.81,1906.7,1914.99,317982
2025-11-12,1929.61,1941.01,1920.91,1927.7,544205
2025-11-13,1892.83,1907.08,1888.6,1895.75,507135
2025-11-14,1948.89,1967.45,1926.92,1933.13,659391
2025-11-17,1963.76,1973.3,1961.48,1969.26,477446
2025-11-18,1951.7,1973.75,1946.44,1958.26,441370
2025-11-19,1983.05,1995.51,1946.82,1980.13,852780
2025-11-20,2039.74,2041.16,2019.31,2031.2,737865
2025-11-21,2081.57,2083.98,2076.7,2081.57,258085
2025-11-24,2064.91,2092.48,2064.4,2075.09,435103
2025-11-25,2130.15,2155.47,2120.96,2122.8,753257
2025-11-26,2104.84,2109.32,2077.92,2098.5,505799
2025-11-27,2142.6,2145.91,2109.25,2120.59,426731
2025-11-28,2095.36,2100.31,2085.43,2097.66,398384
